,Foreign/Local Used,color,wheel drive,Automation,seat-make,price,description,make-year,manufacturer
886,Foreign Used,Black,4,Automatic,Leather,13500000,2016   Lexus RX,2016,Lexus
887,Foreign Used,White,4,Automatic,Cloth,21000000,2019   Toyota Hilux,2019,Toyota
888,Foreign Used,Black,4,Automatic,Leather,26000000,2018   Lexus GX,2018,Lexus
889,Foreign Used,Black,4,Automatic,Leather,11500000,2015   Mercedes-Benz E350,2015,Mercedes-Benz
890,Foreign Used,Silver,4,Automatic,Leather,9000000,2016   Toyota Avalon,2016,Toyota
891,Foreign Used,White,4,Automatic,Leather,18000000,2018   Toyota Sienna,2018,Toyota
892,Foreign Used,Silver,4,Automatic,Leather,10000000,2015   Lexus RX,2015,Lexus
893,Foreign Used,White,4,Automatic,Leather,12500000,2015   Mercedes-Benz C300,2015,Mercedes-Benz
896,Foreign Used,Black,4,Automatic,Leather,11000000,2014   Mercedes-Benz GLK,2014,Mercedes-Benz
897,Foreign Used,Black,4,Automatic,Leather,21000000,2014   Mercedes-Benz G 63 AMG,2014,Mercedes-Benz
899,Foreign Used,Grey,4,Automatic,Leather,13500000,2016   Mercedes-Benz C300,2016,Mercedes-Benz
900,Locally Used,Maroon,4,Automatic,Leather,18000000,2018   Honda Pilot,2018,Honda
901,Foreign Used,Silver,4,Automatic,Leather,10000000,2015   Lexus RX,2015,Lexus
902,Foreign Used,Silver,4,Automatic,Leather,4300000,2013   Toyota Camry,2013,Toyota
903,Locally Used,Black,4,Automatic,Leather,1200000,2003   Toyota 4-Runner,2003,Toyota
904,Locally Used,Black,4,Automatic,Cloth,1650000,2005   Toyota Camry,2005,Toyota
905,Foreign Used,Red,4,Automatic,Leather,4300000,2012   Toyota Camry,2012,Toyota
906,Locally Used,Silver,4,Automatic,Leather,1000000,2000   Lexus RX,2000,Lexus
907,Foreign Used,Grey,4,Automatic,Leather,1750000,2005   Toyota Camry,2005,Toyota
908,Locally Used,Grey,4,Automatic,Leather,580000,2001   Lexus ES,2001,Lexus
909,Foreign Used,Grey,4,Automatic,Cloth,2950000,2009   Toyota Camry,2009,Toyota
910,Foreign Used,Silver,4,Automatic,Leather,4950000,2009   Toyota Venza,2009,Toyota
911,Locally Used,Black,4,Automatic,Cloth,1450000,2008   Toyota Camry,2008,Toyota
912,Foreign Used,Red,4,Automatic,Leather,2950000,2010   Toyota Corolla,2010,Toyota
913,Locally Used,White,4,Manual,Leather,1750000,2008   Toyota Hilux,2008,Toyota
914,Foreign Used,Black,4,Automatic,Leather,395000,2005   Honda Accord,2005,Honda
915,Foreign Used,Black,4,Automatic,Leather,5100000,2009   Toyota Venza,2009,Toyota
916,Foreign Used,Black,4,Automatic,Leather,6000000,2007   Toyota Tacoma,2007,Toyota
917,Foreign Used,Blue,4,Manual,Cloth,950000,2005   Peugeot 206,2005,Peugeot
918,Locally Used,Black,4,Automatic,Leather,3450000,2013   Hyundai Santa Fe,2013,Hyundai
919,Locally Used,White,4,Manual,Leather,8500000,2004   Toyota  Cruiser,2004,Toyota
920,Foreign Used,Red,4,Automatic,Leather,1580000,2005   Chrysler Pacifica,2005,Chrysler
921,Foreign Used,White,4,Automatic,Leather,5950000,2012   Toyota Venza,2012,Toyota
1,Foreign Used,Silver,4,Automatic,Cloth,2350000,2007   Toyota Corolla,2007,Toyota
2,Foreign Used,Black,4,Automatic,Leather,5250000,2010   Mercedes-Benz E350,2010,Mercedes-Benz
3,Foreign Used,Black,4,Automatic,Leather,6850000,2014   Lexus ES,2014,Lexus
4,Foreign Used,Maroon,4,Automatic,Cloth,2450000,2012   Hyundai Sonata,2012,Hyundai
5,Locally Used,Blue,4,Automatic,Cloth,1280000,2006   Toyota Matrix,2006,Toyota
6,Foreign Used,Maroon,4,Automatic,Leather,3380000,2010   Honda Accord CrossTour,2010,Honda
7,Foreign Used,Dark Grey,4,Automatic,Cloth,2800000,2010   Toyota Corolla,2010,Toyota
8,Foreign Used,Black,4,Automatic,Leather,10500000,2016   Mercedes-Benz CLA-Class,2016,Mercedes-Benz
9,Foreign Used,Silver,4,Automatic,Leather,4600000,2014   Toyota Camry ,2014,Toyota
10,Foreign Used,Silver,4,Automatic,Leather,3050000,2008   Lexus ES,2008,Lexus
11,Foreign Used,Silver,4,Automatic,Leather,3580000,2008   Lexus RX,2008,Lexus
12,Foreign Used,Dark Grey,4,Automatic,Leather,2530000,2008   Toyota Camry,2008,Toyota
13,Foreign Used,Red,4,Automatic,Cloth,3200000,2010   Toyota Camry,2010,Toyota
14,Foreign Used,Maroon,4,Automatic,Cloth,2950000,2007   Toyota Highlander,2007,Toyota
15,Foreign Used,Silver,4,Automatic,Leather,3250000,2011   Toyota Camry,2011,Toyota
16,Foreign Used,Silver,4,Automatic,Cloth,2150000,2007   Toyota Corolla,2007,Toyota
17,Foreign Used,Silver,4,Automatic,Leather,5500000,2010   Lexus RX,2010,Lexus
18,Foreign Used,Black,4,Automatic,Leather,5400000,2010   Mercedes-Benz GLK,2010,Mercedes-Benz
19,Foreign Used,Grey,4,Automatic,Leather,2500000,2010   Nissan Maxima,2010,Nissan
20,Foreign Used,Blue,4,Automatic,Leather,4200000,2008   Lexus RX,2008,Lexus
21,Foreign Used,Black,4,Automatic,Leather,4000000,2010   Mercedes-Benz C300,2010,Mercedes-Benz
22,Foreign Used,Grey,4,Automatic,Leather,5000000,2008   Toyota Highlander,2008,Toyota
23,Foreign Used,Silver,4,Automatic,Leather,8700000,2012   Mercedes-Benz G-Class,2012,Mercedes-Benz
24,Foreign Used,Black,4,Automatic,Leather,3800000,2006   Mercedes-Benz ML350,2006,Mercedes-Benz
25,Foreign Used,Gold,4,Automatic,Leather,2200000,2003   Lexus RX,2003,Lexus
26,Foreign Used,Black,4,Automatic,Leather,2600000,2003   Toyota Highlander,2003,Toyota
27,Foreign Used,Silver,4,Automatic,Leather,3300000,2008   Infinity FX,2008,Infinity
28,Foreign Used,Silver,4,Automatic,Leather,10500000,2012   Lexus GX,2012,Lexus
29,Foreign Used,Black,4,Automatic,Leather,3600000,2010   Mercedes-Benz C300,2010,Mercedes-Benz
30,Foreign Used,Silver,4,Automatic,Leather,5300000,2010   Mercedes-Benz ML350,2010,Mercedes-Benz
31,Foreign Used,Black,4,Automatic,Leather,4500000,2008   Mercedes-Benz ML350,2008,Mercedes-Benz
32,Foreign Used,Silver,4,Automatic,Leather,5500000,2008   Mercedes-Benz ML350,2008,Mercedes-Benz
33,Foreign Used,Grey,4,Automatic,Leather,2500000,2005   Mercedes-Benz ML350,2005,Mercedes-Benz
34,Foreign Used,Black,4,Automatic,Leather,6500000,2010   Lexus RX,2010,Lexus
35,Foreign Used,White,4,Automatic,Leather,6200000,2010   Mercedes-Benz GLK,2010,Mercedes-Benz
36,Foreign Used,Maroon,4,Automatic,Leather,4800000,2009   Mazda CX-9,2009,Mazda
37,Foreign Used,Silver,4,Automatic,Leather,6000000,2010   Mercedes-Benz GLK,2010,Mercedes-Benz
38,Foreign Used,Grey,4,Automatic,Leather,8000000,2013   Mercedes-Benz GLK,2013,Mercedes-Benz
39,Foreign Used,Black,4,Automatic,Leather,7500000,2008   Mercedes-Benz S350,2008,Mercedes-Benz
40,Locally Used,Silver,4,Automatic,Leather,10500000,2018   Toyota Camry,2018,Toyota
41,Foreign Used,Grey,4,Automatic,Leather,6150000,2012   Toyota Highlander,2012,Toyota
42,Foreign Used,Gold,4,Automatic,Leather,2280000,2003   Lexus RX,2003,Lexus
43,Foreign Used,Other,4,Automatic,Leather,6780000,2011   Lexus RX,2011,Lexus
44,Foreign Used,Black,4,Automatic,Leather,2000000,2000   Lexus RX,2000,Lexus
45,Foreign Used,Silver,4,Automatic,Leather,1980000,2000   Lexus RX,2000,Lexus
46,Foreign Used,Silver,4,Automatic,Leather,3550000,2006   Lexus RX,2006,Lexus
47,Foreign Used,Silver,4,Automatic,Leather,2300000,2003   Lexus RX,2003,Lexus
48,Foreign Used,Other,4,Automatic,Leather,4180000,2009   Lexus RX,2009,Lexus
49,Foreign Used,Silver,4,Automatic,Leather,3800000,2008   Lexus RX,2008,Lexus
50,Foreign Used,Black,4,Automatic,Leather,9550000,2014   Mercedes-Benz M Class,2014,Mercedes-Benz
51,Foreign Used,Red,4,Automatic,Leather,4100000,2011   Lexus ES,2011,Lexus
52,Foreign Used,Black,4,Automatic,Leather,1980000,2004   Lexus ES,2004,Lexus
53,Foreign Used,Silver,4,Automatic,Cloth,2350000,2007   Toyota Corolla,2007,Toyota
54,Foreign Used,Black,4,Automatic,Leather,5250000,2010   Mercedes-Benz E350,2010,Mercedes-Benz
55,Foreign Used,Black,4,Automatic,Leather,6850000,2014   Lexus ES,2014,Lexus
56,Foreign Used,Maroon,4,Automatic,Cloth,2450000,2012   Hyundai Sonata,2012,Hyundai
57,Locally Used,Blue,4,Automatic,Cloth,1280000,2006   Toyota Matrix,2006,Toyota
58,Foreign Used,Maroon,4,Automatic,Leather,3380000,2010   Honda Accord CrossTour,2010,Honda
59,Foreign Used,Dark Grey,4,Automatic,Cloth,2800000,2010   Toyota Corolla,2010,Toyota
60,Foreign Used,Gold,4,Automatic,Leather,3850000,2012   Hyundai Tucson,2012,Hyundai
61,Foreign Used,Blue,4,Automatic,Cloth,2650000,2005   Toyota Highlander,2005,Toyota
62,Foreign Used,Dark Blue,4,Automatic,Leather,3850000,2013    Toyota Camry,2013,Toyota
63,Foreign Used,Silver,4,Automatic,Leather,6700000,2015   Toyota Venza,2015,Toyota
64,Foreign Used,Silver,4,Automatic,Leather,3150000,2011   Toyota Camry,2011,Toyota
65,Foreign Used,Black,4,Automatic,Leather,3250000,2011   Toyota Camry,2011,Toyota
66,Foreign Used,Black,4,Automatic,Leather,3600000,2012   Toyota Camry,2012,Toyota
67,Foreign Used,Silver,4,Automatic,Leather,6650000,2016   Honda Accord,2016,Honda
68,Foreign Used,Black,4,Automatic,Leather,3450000,2009   Mercedes-Benz C300,2009,Mercedes-Benz
69,Foreign Used,Red,4,Automatic,Leather,3550000,2012   Toyota Camry,2012,Toyota
70,Foreign Used,Black,4,Automatic,Cloth,3150000,2011   Toyota Camry,2011,Toyota
71,Foreign Used,Red,4,Automatic,Leather,4850000,2009   Toyota Highlander,2009,Toyota
72,Foreign Used,Dark Blue,4,Automatic,Leather,6500000,2013    Toyota Venza,2013,Toyota
73,Foreign Used,White,4,Automatic,Leather,6500000,2013   Toyota Highlander,2013,Toyota
74,Locally Used,Silver,4,Automatic,Leather,10500000,2018   Toyota Camry,2018,Toyota
75,Foreign Used,Grey,4,Automatic,Leather,6150000,2012   Toyota Highlander,2012,Toyota
76,Foreign Used,Gold,4,Automatic,Leather,2280000,2003   Lexus RX,2003,Lexus
77,Foreign Used,Red,4,Automatic,Leather,4450000,2013   Toyota Camry,2013,Toyota
78,Foreign Used,Gold,4,Automatic,Leather,3980000,2008   Lexus RX,2008,Lexus
79,Foreign Used,Silver,4,Automatic,Leather,7500000,2015   Mercedes-Benz CLA-Class,2015,Mercedes-Benz
80,Foreign Used,Silver,4,Automatic,Leather,9500000,2015   Toyota Highlander,2015,Toyota
81,Foreign Used,Grey,4,Automatic,Leather,1800000,2005   Toyota Corolla,2005,Toyota
82,Foreign Used,Silver,4,Automatic,Leather,4450000,2014   Honda Accord,2014,Honda
83,Foreign Used,Silver,4,Automatic,Leather,7500000,2013   Lexus RX,2013,Lexus
84,Foreign Used,Grey,4,Automatic,Cloth,1600000,2006   Toyota Camry,2006,Toyota
85,Foreign Used,Silver,4,Automatic,Leather,11000000,2017   Honda CR-V,2008,Honda
86,Foreign Used,Silver,4,Automatic,Leather,11000000,2017   Honda CR-V,2017,Honda
87,Foreign Used,Silver,4,Automatic,Leather,4950000,2010   Toyota Venza,2010,Toyota
88,Foreign Used,Gold,4,Automatic,Leather,3850000,2012   Hyundai Tucson,2012,Hyundai
89,Foreign Used,Blue,4,Automatic,Cloth,2650000,2005   Toyota Highlander,2005,Toyota
90,Foreign Used,Dark Blue,4,Automatic,Leather,3850000,2013    Toyota Camry,2013,Toyota
91,Foreign Used,Silver,4,Automatic,Leather,6700000,2015   Toyota Venza,2015,Toyota
92,Foreign Used,Silver,4,Automatic,Leather,3150000,2011   Toyota Camry,2011,Toyota
93,Foreign Used,Black,4,Automatic,Leather,3250000,2011   Toyota Camry,2011,Toyota
94,Foreign Used,Black,4,Automatic,Leather,3600000,2012   Toyota Camry,2012,Toyota
95,Foreign Used,Black,4,Automatic,Leather,4300000,2010   Lexus ES,2010,Lexus
96,Locally Used,Maroon,4,Automatic,Cloth,4200000,2013   Honda Accord,2013,Honda
97,Foreign Used,White,4,Automatic,Leather,5200000,2011   Toyota Venza,2011,Toyota
98,Foreign Used,Silver,4,Automatic,Leather,6500000,2012   Toyota Highlander,2012,Toyota
99,Foreign Used,Red,4,Automatic,Cloth,2800000,2010   Toyota Corolla,2010,Toyota
100,Foreign Used,Grey,4,Automatic,Leather,5200000,2008   Toyota Highlander,2008,Toyota
101,Foreign Used,Gold,4,Automatic,Cloth,2700000,2011   Toyota Camry,2011,Toyota
102,Foreign Used,Black,4,Automatic,Cloth,1800000,2006   Toyota Corolla,2006,Toyota
103,Locally Used,Dark Blue,4,Manual,Cloth,380000,1996    BMW 325i,1996,BMW
104,Locally Used,Grey,4,Automatic,Cloth,500000,1998   Toyota RAV4,1998,Toyota
105,Foreign Used,Black,4,Automatic,Leather,2300000,2005   Lexus ES,2005,Lexus
106,Foreign Used,Silver,4,Automatic,Leather,3950000,2011   Toyota RAV4,2011,Toyota
107,Foreign Used,Grey,4,Automatic,Leather,4000000,2009   Toyota Sienna,2009,Toyota
108,Foreign Used,Blue,4,Automatic,Leather,3400000,2005   Lexus RX,2005,Lexus
109,Foreign Used,Black,4,Automatic,Leather,4900000,2016   Honda Accord,2016,Honda
110,Foreign Used,Black,4,Automatic,Leather,6900000,2013   Mercedes-Benz GLK,2013,Mercedes-Benz
111,Foreign Used,Black,4,Automatic,Leather,6600000,2017   Honda Accord ,2017,Honda
112,Foreign Used,Grey,4,Automatic,Leather,3200000,2007   Infinity FX,2007,Infinity
113,Foreign Used,Silver,4,Automatic,Leather,1750000,2002   Lexus ES,2002,Lexus
114,Locally Used,Maroon,4,Automatic,Leather,7900000,2012   Lexus GX,2012,Lexus
115,Foreign Used,Grey,4,Automatic,Cloth,1550000,2003   Toyota Camry,2003,Toyota
116,Foreign Used,Black,4,Automatic,Leather,6500000,2007     Range ,2007,Range
117,Foreign Used,Silver,4,Automatic,Cloth,1700000,2008   Hyundai Elantra,2008,Hyundai
118,Foreign Used,Maroon,4,Automatic,Leather,7000000,2012   Lexus RX,2012,Lexus
119,Foreign Used,Dark Grey,4,Automatic,Leather,3750000,2008   Lexus RX,2008,Lexus
120,Foreign Used,Black,4,Automatic,Leather,13500000,2015   Toyota Sequoia,2015,Toyota
121,Foreign Used,Maroon,4,Automatic,Leather,3100000,2008   Lexus ES,2008,Lexus
122,Foreign Used,Black,4,Automatic,Leather,2450000,2008   Toyota Camry ,2008,Toyota
123,Foreign Used,Blue,4,Automatic,Leather,3100000,2008   Toyota RAV4,2008,Toyota
124,Foreign Used,Black,4,Automatic,Leather,3300000,2008   Acura MDX,2008,Acura
125,Foreign Used,Silver,4,Automatic,Leather,3400000,2005   Toyota Highlander,2005,Toyota
126,Foreign Used,Dark Blue,4,Automatic,Leather,3100000,2008    Lexus ES,2008,Lexus
127,Foreign Used,Dark Green,4,Automatic,Leather,4000000,2012   Toyota Camry,2012,Toyota
128,Foreign Used,Blue,4,Automatic,Leather,3100000,2008   Toyota RAV4,2008,Toyota
129,Foreign Used,Silver,4,Automatic,Leather,2300000,2003   Lexus RX,2003,Lexus
130,Foreign Used,Silver,4,Automatic,Leather,2450000,2005   Mercedes-Benz ML350,2005,Mercedes-Benz
131,Foreign Used,Grey,4,Automatic,Leather,6500000,2013   Toyota Venza,2013,Toyota
132,Foreign Used,Dark Grey,4,Automatic,Leather,2800000,2007   Acura MDX,2007,Acura
133,Foreign Used,Red,4,Automatic,Leather,7200000,2015   Mercedes-Benz GLK,2015,Mercedes-Benz
134,Foreign Used,Blue,4,Automatic,Leather,3500000,2010   Honda Accord CrossTour,2010,Honda
135,Foreign Used,Grey,4,Automatic,Leather,4200000,2014   Honda Accord,2014,Honda
136,Foreign Used,Blue,4,Automatic,Leather,4900000,2010   Mercedes-Benz E350,2010,Mercedes-Benz
137,Foreign Used,Black,4,Automatic,Leather,13800000,2016   Mercedes-Benz GLE 350,2016,Mercedes-Benz
138,Foreign Used,Silver,4,Automatic,Leather,5800000,2015   Toyota Venza,2008,Toyota
139,Foreign Used,Red,4,Automatic,Leather,3900000,2014   Toyota Corolla,2014,Toyota
140,Foreign Used,Red,4,Automatic,Leather,4100000,2010   Lexus ES,2010,Lexus
141,Foreign Used,Black,4,Automatic,Leather,1750000,2003   Nissan Xterra,2003,Nissan
142,Foreign Used,Silver,4,Automatic,Leather,3300000,2008   Acura MDX,2008,Acura
143,Foreign Used,Black,4,Automatic,Leather,4500000,2008   Mercedes-Benz ML350,2008,Mercedes-Benz
144,Foreign Used,Gold,4,Automatic,Leather,4000000,2010   Lexus ES,2010,Lexus
145,Foreign Used,Gold,4,Automatic,Leather,2150000,2006   Acura MDX,2006,Acura
146,Foreign Used,Black,4,Automatic,Leather,7500000,2008   Lexus GX,2008,Lexus
147,Foreign Used,Black,4,Automatic,Leather,2400000,2005   Lexus ES,2005,Lexus
148,Foreign Used,Grey,4,Automatic,Leather,2500000,2007   Toyota Avalon,2007,Toyota
149,Foreign Used,Blue,4,Automatic,Leather,2200000,2003   Toyota Sienna,2003,Toyota
150,Foreign Used,Blue,4,Automatic,Leather,2200000,2003   Toyota Sienna,2003,Toyota
151,Foreign Used,Black,4,Automatic,Leather,2000000,2006   Acura MDX,2006,Acura
152,Foreign Used,Silver,4,Automatic,Leather,2300000,2003   Lexus RX,2003,Lexus
153,Foreign Used,Black,4,Automatic,Leather,11500000,2012   Lexus GX,2012,Lexus
154,Foreign Used,Black,4,Automatic,Leather,2100000,2000   Lexus RX,2000,Lexus
155,Foreign Used,Black,4,Automatic,Leather,3150000,2005   Toyota 4-Runner,2005,Toyota
156,Foreign Used,Silver,4,Automatic,Leather,2500000,2008   Toyota Camry,2008,Toyota
157,Foreign Used,Black,4,Automatic,Leather,3200000,2008   Lexus ES,2008,Lexus
158,Foreign Used,Black,4,Automatic,Leather,3100000,2008   Lexus ES,2008,Lexus
159,Foreign Used,Silver,4,Automatic,Leather,2400000,2005   Lexus ES,2005,Lexus
160,Foreign Used,Black,4,Automatic,Leather,3100000,2008   Lexus ES,2008,Lexus
161,Foreign Used,Black,4,Automatic,Leather,1900000,2003   Mercedes-Benz ML350,2003,Mercedes-Benz
162,Foreign Used,Maroon,4,Automatic,Leather,21500000,2016   Mercedes-Benz GLE 450,2016,Mercedes-Benz
163,Locally Used,Black,4,Automatic,Leather,2750000,2010   Mercedes-Benz C300,2010,Mercedes-Benz
164,Foreign Used,Silver,4,Automatic,Cloth,3800000,2014   Toyota Corolla,2014,Toyota
165,Foreign Used,Silver,4,Automatic,Leather,6500000,2007   Lexus GX,2007,Lexus
166,Foreign Used,Silver,4,Automatic,Leather,3100000,2008   Toyota RAV4,2008,Toyota
167,Foreign Used,Silver,4,Automatic,Leather,6900000,2015   Toyota RAV4,2015,Toyota
168,Foreign Used,Black,4,Automatic,Leather,5800000,2011   Lexus RX,2011,Lexus
169,Foreign Used,Silver,4,Automatic,Leather,1900000,2002   Lexus RX,2002,Lexus
170,Foreign Used,Black,4,Automatic,Leather,3850000,2008   Toyota 4-Runner,2008,Toyota
171,Foreign Used,Grey,4,Automatic,Leather,2400000,2007   Toyota Avalon,2007,Toyota
172,Foreign Used,Gold,4,Automatic,Leather,8500000,2010   Toyota Sequoia,2008,Toyota
173,Foreign Used,Silver,4,Automatic,Leather,3100000,2008   Lexus ES,2008,Lexus
174,Foreign Used,Grey,4,Automatic,Leather,3500000,2007   Toyota Sequoia,2008,Toyota
175,Foreign Used,Gold,4,Automatic,Leather,2450000,2008   Toyota Camry,2008,Toyota
176,Foreign Used,Black,4,Automatic,Leather,3100000,2005   Toyota 4-Runner,2005,Toyota
177,Foreign Used,Black,4,Automatic,Leather,3100000,2005   Toyota 4-Runner,2005,Toyota
178,Foreign Used,Dark Green,4,Automatic,Cloth,2800000,2010   Toyota Corolla,2008,Toyota
179,Foreign Used,Blue,4,Automatic,Leather,5300000,2010   Toyota Venza,2010,Toyota
180,Locally Used,Gold,4,Automatic,Leather,4500000,2013   Toyota Avalon,2013,Toyota
181,Foreign Used,Grey,4,Automatic,Cloth,2400000,2008   Toyota Camry,2008,Toyota
182,Foreign Used,Silver,4,Automatic,Leather,2900000,2008   Acura MDX,2008,Acura
183,Foreign Used,Black,4,Automatic,Leather,3000000,2008   Acura MDX,2008,Acura
184,Foreign Used,Silver,4,Automatic,Leather,2500000,2008   Toyota Camry,2008,Toyota
185,Foreign Used,Grey,4,Automatic,Cloth,1900000,2006   Toyota Camry,2006,Toyota
186,Foreign Used,Silver,4,Automatic,Leather,2900000,2008   Lexus ES,2008,Lexus
187,Foreign Used,Silver,4,Automatic,Leather,3000000,2009   Lexus ES,2009,Lexus
188,Foreign Used,Silver,4,Automatic,Leather,2150000,2007   Toyota Corolla,2007,Toyota
189,Foreign Used,Black,4,Automatic,Leather,2800000,2008   Toyota Camry,2008,Toyota
190,Foreign Used,Gold,4,Automatic,Leather,3800000,2008   Toyota 4-Runner,2008,Toyota
191,Foreign Used,Silver,4,Automatic,Leather,5500000,2008   Toyota Highlander,2008,Toyota
192,Foreign Used,Red,4,Automatic,Cloth,2050000,2006   Toyota Corolla,2006,Toyota
193,Foreign Used,Silver,4,Automatic,Leather,1850000,2004   Toyota Corolla,2004,Toyota
194,Foreign Used,Silver,4,Automatic,Leather,4100000,2008   Mercedes-Benz ML350,2008,Mercedes-Benz
195,Foreign Used,Maroon,4,Automatic,Leather,3100000,2009   Acura MDX,2009,Acura
196,Foreign Used,Silver,4,Automatic,Leather,2600000,2007   Ford Edge,2007,Ford
197,Foreign Used,Dark Grey,4,Automatic,Leather,2900000,2012   Acura MDX,2012,Acura
198,Foreign Used,Silver,4,Automatic,Cloth,4800000,2010   Toyota Highlander,2010,Toyota
199,Foreign Used,Silver,4,Automatic,Cloth,1850000,2005   Toyota Matrix,2008,Toyota
200,Foreign Used,Red,4,Automatic,Cloth,1750000,2005   Toyota Matrix,2005,Toyota
201,Foreign Used,Dark Blue,4,Automatic,Leather,2850000,2006    Lexus ES,2006,Lexus
202,Foreign Used,Maroon,4,Automatic,Leather,3500000,2006   Toyota 4-Runner,2006,Toyota
203,Foreign Used,Dark Grey,4,Automatic,Leather,3500000,2006   Toyota Sequoia,2008,Toyota
204,Foreign Used,Green,4,Automatic,Leather,3350000,2008   Acura MDX,2008,Acura
205,Foreign Used,Silver,4,Automatic,Cloth,2300000,2003   Toyota Highlander,2003,Toyota
206,Foreign Used,Grey,4,Automatic,Leather,3000000,2005   Toyota Highlander,2005,Toyota
207,Foreign Used,Dark Grey,4,Automatic,Leather,10000000,2012     LR4,2012,LR4
208,Foreign Used,Black,4,Automatic,Leather,3500000,2012   Toyota Camry ,2012,Toyota
209,Foreign Used,Red,4,Automatic,Leather,6500000,2010   Lexus RX,2010,Lexus
210,Foreign Used,Maroon,4,Automatic,Leather,8700000,2013   Toyota Highlander,2013,Toyota
211,Foreign Used,Blue,4,Automatic,Cloth,5700000,2016   Toyota Corolla,2016,Toyota
212,Foreign Used,White,4,Automatic,Cloth,2400000,2009   Pontiac Vibe,2009,Pontiac
213,Foreign Used,Red,4,Automatic,Cloth,1850000,2006   Pontiac Vibe,2006,Pontiac
214,Foreign Used,Silver,4,Automatic,Cloth,1800000,2003   Toyota Corolla,2003,Toyota
215,Foreign Used,Dark Green,4,Automatic,Cloth,2800000,2010   Toyota Corolla,2010,Toyota
216,Foreign Used,Blue,4,Automatic,Leather,5300000,2010   Toyota Venza,2010,Toyota
217,Foreign Used,Maroon,4,Automatic,Leather,8700000,2013   Toyota Highlander,2013,Toyota
218,Foreign Used,Blue,4,Automatic,Cloth,5700000,2016   Toyota Corolla,2016,Toyota
219,Foreign Used,White,4,Automatic,Cloth,2400000,2009   Pontiac Vibe,2009,Pontiac
220,Foreign Used,Red,4,Automatic,Cloth,1850000,2006   Pontiac Vibe,2006,Pontiac
221,Foreign Used,Silver,4,Automatic,Cloth,1800000,2003   Toyota Corolla,2003,Toyota
222,Foreign Used,Dark Green,4,Automatic,Cloth,2800000,2010   Toyota Corolla,2010,Toyota
223,Foreign Used,Blue,4,Automatic,Leather,5300000,2010   Toyota Venza,2010,Toyota
224,Locally Used,Gold,4,Automatic,Leather,4500000,2013   Toyota Avalon,2013,Toyota
225,Foreign Used,Grey,4,Automatic,Cloth,2400000,2008   Toyota Camry,2008,Toyota
226,Foreign Used,Silver,4,Automatic,Leather,2900000,2008   Acura MDX,2008,Acura
227,Foreign Used,Silver,4,Automatic,Leather,2900000,2008   Lexus ES,2008,Lexus
228,Foreign Used,Grey,4,Automatic,Cloth,1900000,2006   Toyota Camry,2006,Toyota
229,Foreign Used,Silver,4,Automatic,Leather,2500000,2008   Toyota Camry,2008,Toyota
230,Foreign Used,Silver,4,Automatic,Leather,3000000,2009   Lexus ES,2009,Lexus
231,Foreign Used,Silver,4,Automatic,Leather,2150000,2007   Toyota Corolla,2007,Toyota
232,Foreign Used,Black,4,Automatic,Leather,2800000,2008   Toyota Camry,2008,Toyota
233,Foreign Used,Gold,4,Automatic,Leather,3800000,2008   Toyota 4-Runner,2008,Toyota
234,Foreign Used,Silver,4,Automatic,Leather,5500000,2008   Toyota Highlander,2008,Toyota
235,Foreign Used,Maroon,4,Automatic,Leather,3100000,2009   Acura MDX,2009,Acura
236,Foreign Used,Silver,4,Automatic,Leather,2600000,2007   Ford Edge,2007,Ford
237,Foreign Used,Black,4,Automatic,Leather,1900000,2003   Mercedes-Benz ML350,2003,Mercedes-Benz
238,Foreign Used,Maroon,4,Automatic,Leather,21500000,2016   Mercedes-Benz GLE 450,2016,Mercedes-Benz
239,Locally Used,Black,4,Automatic,Leather,2750000,2010   Mercedes-Benz C300,2010,Mercedes-Benz
240,Foreign Used,Silver,4,Automatic,Cloth,3800000,2014   Toyota Corolla,2014,Toyota
241,Foreign Used,Silver,4,Automatic,Leather,6500000,2007   Lexus GX,2007,Lexus
242,Foreign Used,Silver,4,Automatic,Leather,3100000,2008   Toyota RAV4,2008,Toyota
243,Foreign Used,Silver,4,Automatic,Leather,6900000,2015   Toyota RAV4,2015,Toyota
244,Foreign Used,Black,4,Automatic,Leather,5800000,2011   Lexus RX,2011,Lexus
245,Foreign Used,Silver,4,Automatic,Leather,1900000,2002   Lexus RX,2002,Lexus
246,Foreign Used,Black,4,Automatic,Leather,3850000,2008   Toyota 4-Runner,2008,Toyota
247,Foreign Used,Grey,4,Automatic,Leather,2400000,2007   Toyota Avalon,2007,Toyota
248,Foreign Used,Gold,4,Automatic,Leather,8500000,2010   Toyota Sequoia,2008,Toyota
249,Foreign Used,Silver,4,Automatic,Leather,3100000,2008   Lexus ES,2008,Lexus
250,Foreign Used,Grey,4,Automatic,Leather,3500000,2007   Toyota Sequoia,2007,Toyota
251,Foreign Used,Gold,4,Automatic,Leather,2450000,2008   Toyota Camry ,2008,Toyota
252,Foreign Used,Red,4,Automatic,Cloth,1850000,2006   Pontiac Vibe,2006,Pontiac
253,Foreign Used,Silver,4,Automatic,Cloth,1800000,2003   Toyota Corolla,2003,Toyota
254,Foreign Used,Dark Green,4,Automatic,Cloth,2800000,2010   Toyota Corolla,2010,Toyota
255,Foreign Used,Blue,4,Automatic,Leather,5300000,2010   Toyota Venza,2010,Toyota
